model,target_item_idx,m,relevant_users,hits,precision,recall,ndcg,target_removed_from_profiles,candidate_users
TF-IDF Reverse,1741,500,175,1,0.002,0.005714285714285714,0.013667268350376916,True,80889
TF-IDF Reverse,1741,1000,175,2,0.002,0.011428571428571429,0.01689051210959041,True,80889
User Activity,1741,100,175,0,0.0,0.0,0.0,True,80889
User Activity,1741,500,175,0,0.0,0.0,0.0,True,80889
User Activity,1741,1000,175,1,0.001,0.005714285714285714,0.003312154264150606,True,80889
Random Reverse,1741,100,175,0,0.0,0.0,0.0,True,80889
Random Reverse,1741,500,175,0,0.0,0.0,0.0,True,80889
Random Reverse,1741,1000,175,1,0.001,0.005714285714285714,0.003312154264150606,True,80889
TF-IDF Reverse,1742,100,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1742,500,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1742,1000,10,0,0.0,0.0,0.0,True,80889
User Activity,1742,100,10,0,0.0,0.0,0.0,True,80889
User Activity,1742,500,10,0,0.0,0.0,0.0,True,80889
User Activity,1742,1000,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1742,100,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1742,500,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1742,1000,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1743,100,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1743,500,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1743,1000,23,0,0.0,0.0,0.0,True,80889
User Activity,1743,100,23,0,0.0,0.0,0.0,True,80889
User Activity,1743,500,23,0,0.0,0.0,0.0,True,80889
User Activity,1743,1000,23,0,0.0,0.0,0.0,True,80889
Random Reverse,1743,100,23,0,0.0,0.0,0.0,True,80889
Random Reverse,1743,500,23,0,0.0,0.0,0.0,True,80889
Random Reverse,1743,1000,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1744,100,30,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1744,500,30,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1744,1000,30,0,0.0,0.0,0.0,True,80889
User Activity,1744,100,30,0,0.0,0.0,0.0,True,80889
User Activity,1744,500,30,0,0.0,0.0,0.0,True,80889
User Activity,1744,1000,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1744,100,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1744,500,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1744,1000,30,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1745,100,123,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1745,500,123,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1745,1000,123,0,0.0,0.0,0.0,True,80889
User Activity,1745,100,123,0,0.0,0.0,0.0,True,80889
User Activity,1745,500,123,0,0.0,0.0,0.0,True,80889
User Activity,1745,1000,123,0,0.0,0.0,0.0,True,80889
Random Reverse,1745,100,123,0,0.0,0.0,0.0,True,80889
Random Reverse,1745,500,123,0,0.0,0.0,0.0,True,80889
Random Reverse,1745,1000,123,2,0.002,0.016260162601626018,0.008539650678438473,True,80889
TF-IDF Reverse,1746,100,135,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1746,500,135,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1746,1000,135,1,0.001,0.007407407407407408,0.003996376235639894,True,80889
User Activity,1746,100,135,0,0.0,0.0,0.0,True,80889
User Activity,1746,500,135,0,0.0,0.0,0.0,True,80889
User Activity,1746,1000,135,0,0.0,0.0,0.0,True,80889
Random Reverse,1746,100,135,1,0.01,0.007407407407407408,0.008052712595841475,True,80889
Random Reverse,1746,500,135,3,0.006,0.022222222222222223,0.015901886384671843,True,80889
Random Reverse,1746,1000,135,4,0.004,0.02962962962962963,0.019853200928369816,True,80889
TF-IDF Reverse,1747,100,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1747,500,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1747,1000,44,4,0.004,0.09090909090909091,0.03567264581715549,True,80889
User Activity,1747,100,44,0,0.0,0.0,0.0,True,80889
User Activity,1747,500,44,0,0.0,0.0,0.0,True,80889
User Activity,1747,1000,44,0,0.0,0.0,0.0,True,80889
Random Reverse,1747,100,44,0,0.0,0.0,0.0,True,80889
Random Reverse,1747,500,44,0,0.0,0.0,0.0,True,80889
Random Reverse,1747,1000,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1748,100,13,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1748,500,13,2,0.004,0.15384615384615385,0.04819786575444844,True,80889
TF-IDF Reverse,1748,1000,13,5,0.005,0.38461538461538464,0.10775387720420204,True,80889
User Activity,1748,100,13,1,0.01,0.07692307692307693,0.02876339962635923,True,80889
User Activity,1748,500,13,6,0.012,0.46153846153846156,0.153897893942828,True,80889
User Activity,1748,1000,13,7,0.007,0.5384615384615384,0.17439822479349537,True,80889
Random Reverse,1748,100,13,0,0.0,0.0,0.0,True,80889
Random Reverse,1748,500,13,0,0.0,0.0,0.0,True,80889
Random Reverse,1748,1000,13,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1752,100,83,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1752,500,83,1,0.002,0.012048192771084338,0.006368913067127291,True,80889
TF-IDF Reverse,1752,1000,83,2,0.002,0.024096385542168676,0.011983536085118778,True,80889
User Activity,1752,100,83,0,0.0,0.0,0.0,True,80889
User Activity,1752,500,83,0,0.0,0.0,0.0,True,80889
User Activity,1752,1000,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1752,100,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1752,500,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1752,1000,83,1,0.001,0.012048192771084338,0.0056018288975185826,True,80889
TF-IDF Reverse,1755,100,76,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1755,500,76,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1755,1000,76,0,0.0,0.0,0.0,True,80889
User Activity,1755,100,76,0,0.0,0.0,0.0,True,80889
User Activity,1755,500,76,0,0.0,0.0,0.0,True,80889
User Activity,1755,1000,76,0,0.0,0.0,0.0,True,80889
Random Reverse,1755,100,76,0,0.0,0.0,0.0,True,80889
Random Reverse,1755,500,76,0,0.0,0.0,0.0,True,80889
Random Reverse,1755,1000,76,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1758,100,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1758,500,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1758,1000,15,0,0.0,0.0,0.0,True,80889
User Activity,1758,100,15,0,0.0,0.0,0.0,True,80889
User Activity,1758,500,15,0,0.0,0.0,0.0,True,80889
User Activity,1758,1000,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1758,100,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1758,500,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1758,1000,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1759,100,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1759,500,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1759,1000,10,0,0.0,0.0,0.0,True,80889
User Activity,1759,100,10,0,0.0,0.0,0.0,True,80889
User Activity,1759,500,10,0,0.0,0.0,0.0,True,80889
User Activity,1759,1000,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1759,100,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1759,500,10,0,0.0,0.0,0.0,True,80889
Random Reverse,1759,1000,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1760,100,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1760,500,17,3,0.006,0.17647058823529413,0.056114171842986026,True,80889
TF-IDF Reverse,1760,1000,17,3,0.003,0.17647058823529413,0.056114171842986026,True,80889
User Activity,1760,100,17,0,0.0,0.0,0.0,True,80889
User Activity,1760,500,17,0,0.0,0.0,0.0,True,80889
User Activity,1760,1000,17,1,0.001,0.058823529411764705,0.01631911116292155,True,80889
Random Reverse,1760,100,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1760,500,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1760,1000,17,1,0.001,0.058823529411764705,0.016666189028533035,True,80889
TF-IDF Reverse,1762,100,38,1,0.01,0.02631578947368421,0.036098874165577895,True,80889
TF-IDF Reverse,1762,500,38,1,0.002,0.02631578947368421,0.036098874165577895,True,80889
TF-IDF Reverse,1762,1000,38,1,0.001,0.02631578947368421,0.036098874165577895,True,80889
User Activity,1762,100,38,0,0.0,0.0,0.0,True,80889
User Activity,1762,500,38,0,0.0,0.0,0.0,True,80889
User Activity,1762,1000,38,0,0.0,0.0,0.0,True,80889
Random Reverse,1762,100,38,0,0.0,0.0,0.0,True,80889
Random Reverse,1762,500,38,0,0.0,0.0,0.0,True,80889
Random Reverse,1762,1000,38,1,0.001,0.02631578947368421,0.009868958933106587,True,80889
TF-IDF Reverse,1763,100,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1763,500,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1763,1000,20,2,0.002,0.1,0.0295333907101686,True,80889
User Activity,1763,100,20,0,0.0,0.0,0.0,True,80889
User Activity,1763,500,20,0,0.0,0.0,0.0,True,80889
User Activity,1763,1000,20,0,0.0,0.0,0.0,True,80889
Random Reverse,1763,100,20,0,0.0,0.0,0.0,True,80889
Random Reverse,1763,500,20,0,0.0,0.0,0.0,True,80889
Random Reverse,1763,1000,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1765,100,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1765,500,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1765,1000,6,0,0.0,0.0,0.0,True,80889
User Activity,1765,100,6,0,0.0,0.0,0.0,True,80889
User Activity,1765,500,6,0,0.0,0.0,0.0,True,80889
User Activity,1765,1000,6,1,0.001,0.16666666666666666,0.0328145697177244,True,80889
Random Reverse,1765,100,6,0,0.0,0.0,0.0,True,80889
Random Reverse,1765,500,6,0,0.0,0.0,0.0,True,80889
Random Reverse,1765,1000,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1766,100,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1766,500,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1766,1000,15,1,0.001,0.06666666666666667,0.01844364479618806,True,80889
User Activity,1766,100,15,0,0.0,0.0,0.0,True,80889
User Activity,1766,500,15,0,0.0,0.0,0.0,True,80889
User Activity,1766,1000,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1766,100,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1766,500,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1766,1000,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1767,100,69,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1767,500,69,1,0.002,0.014492753623188406,0.0072227650696564385,True,80889
TF-IDF Reverse,1767,1000,69,2,0.002,0.028985507246376812,0.013827281117718079,True,80889
User Activity,1767,100,69,0,0.0,0.0,0.0,True,80889
User Activity,1767,500,69,0,0.0,0.0,0.0,True,80889
User Activity,1767,1000,69,0,0.0,0.0,0.0,True,80889
Random Reverse,1767,100,69,0,0.0,0.0,0.0,True,80889
Random Reverse,1767,500,69,0,0.0,0.0,0.0,True,80889
Random Reverse,1767,1000,69,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1771,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1771,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1771,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,1771,100,7,0,0.0,0.0,0.0,True,80889
User Activity,1771,500,7,0,0.0,0.0,0.0,True,80889
User Activity,1771,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1771,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1771,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1771,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1772,100,56,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1772,500,56,1,0.002,0.017857142857142856,0.008289860117473163,True,80889
TF-IDF Reverse,1772,1000,56,1,0.001,0.017857142857142856,0.008289860117473163,True,80889
User Activity,1772,100,56,0,0.0,0.0,0.0,True,80889
User Activity,1772,500,56,0,0.0,0.0,0.0,True,80889
User Activity,1772,1000,56,0,0.0,0.0,0.0,True,80889
Random Reverse,1772,100,56,0,0.0,0.0,0.0,True,80889
Random Reverse,1772,500,56,0,0.0,0.0,0.0,True,80889
Random Reverse,1772,1000,56,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1773,100,81,5,0.05,0.06172839506172839,0.0637447503739147,True,80889
TF-IDF Reverse,1773,500,81,18,0.036,0.2222222222222222,0.15212791009915078,True,80889
TF-IDF Reverse,1773,1000,81,28,0.028,0.345679012345679,0.21082755555591173,True,80889
User Activity,1773,100,81,5,0.05,0.06172839506172839,0.06044873937044093,True,80889
User Activity,1773,500,81,22,0.044,0.2716049382716049,0.17715952546725502,True,80889
User Activity,1773,1000,81,39,0.039,0.48148148148148145,0.27553304999020645,True,80889
Random Reverse,1773,100,81,0,0.0,0.0,0.0,True,80889
Random Reverse,1773,500,81,0,0.0,0.0,0.0,True,80889
Random Reverse,1773,1000,81,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1774,100,84,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1774,500,84,1,0.002,0.011904761904761904,0.006295717720776821,True,80889
TF-IDF Reverse,1774,1000,84,1,0.001,0.011904761904761904,0.006295717720776821,True,80889
User Activity,1774,100,84,0,0.0,0.0,0.0,True,80889
User Activity,1774,500,84,0,0.0,0.0,0.0,True,80889
User Activity,1774,1000,84,0,0.0,0.0,0.0,True,80889
Random Reverse,1774,100,84,0,0.0,0.0,0.0,True,80889
Random Reverse,1774,500,84,1,0.002,0.011904761904761904,0.006271375313230229,True,80889
Random Reverse,1774,1000,84,3,0.003,0.03571428571428571,0.017705180877770364,True,80889
TF-IDF Reverse,1776,100,315,20,0.2,0.06349206349206349,0.18233135798203468,True,80889
TF-IDF Reverse,1776,500,315,55,0.11,0.1746031746031746,0.17357555418598575,True,80889
TF-IDF Reverse,1776,1000,315,58,0.058,0.18412698412698414,0.18002756987709145,True,80889
User Activity,1776,100,315,2,0.02,0.006349206349206349,0.01681479779069039,True,80889
User Activity,1776,500,315,9,0.018,0.02857142857142857,0.024646067143717445,True,80889
User Activity,1776,1000,315,14,0.014,0.044444444444444446,0.035197498204135994,True,80889
Random Reverse,1776,100,315,0,0.0,0.0,0.0,True,80889
Random Reverse,1776,500,315,1,0.002,0.0031746031746031746,0.0023806041372226934,True,80889
Random Reverse,1776,1000,315,1,0.001,0.0031746031746031746,0.0023806041372226934,True,80889
TF-IDF Reverse,1777,100,65,6,0.06,0.09230769230769231,0.08546339233664794,True,80889
TF-IDF Reverse,1777,500,65,8,0.016,0.12307692307692308,0.10229842885449232,True,80889
TF-IDF Reverse,1777,1000,65,9,0.009,0.13846153846153847,0.1091817972615813,True,80889
User Activity,1777,100,65,0,0.0,0.0,0.0,True,80889
User Activity,1777,500,65,0,0.0,0.0,0.0,True,80889
User Activity,1777,1000,65,0,0.0,0.0,0.0,True,80889
Random Reverse,1777,100,65,1,0.01,0.015384615384615385,0.010209136787953094,True,80889
Random Reverse,1777,500,65,1,0.002,0.015384615384615385,0.010209136787953094,True,80889
Random Reverse,1777,1000,65,1,0.001,0.015384615384615385,0.010209136787953094,True,80889
TF-IDF Reverse,1779,100,12,1,0.01,0.08333333333333333,0.03497205398870123,True,80889
TF-IDF Reverse,1779,500,12,2,0.004,0.16666666666666666,0.057679065241692876,True,80889
TF-IDF Reverse,1779,1000,12,3,0.003,0.25,0.07955881392439157,True,80889
User Activity,1779,100,12,0,0.0,0.0,0.0,True,80889
User Activity,1779,500,12,0,0.0,0.0,0.0,True,80889
User Activity,1779,1000,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1779,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1779,500,12,1,0.002,0.08333333333333333,0.022532981817096946,True,80889
Random Reverse,1779,1000,12,1,0.001,0.08333333333333333,0.022532981817096946,True,80889
TF-IDF Reverse,1780,100,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1780,500,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1780,1000,18,1,0.001,0.05555555555555555,0.01533059264365506,True,80889
User Activity,1780,100,18,0,0.0,0.0,0.0,True,80889
User Activity,1780,500,18,0,0.0,0.0,0.0,True,80889
User Activity,1780,1000,18,1,0.001,0.05555555555555555,0.01624560331748272,True,80889
Random Reverse,1780,100,18,0,0.0,0.0,0.0,True,80889
Random Reverse,1780,500,18,0,0.0,0.0,0.0,True,80889
Random Reverse,1780,1000,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1781,100,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1781,500,17,2,0.004,0.11764705882352941,0.03841822967434204,True,80889
TF-IDF Reverse,1781,1000,17,3,0.003,0.17647058823529413,0.05493124919983021,True,80889
User Activity,1781,100,17,0,0.0,0.0,0.0,True,80889
User Activity,1781,500,17,0,0.0,0.0,0.0,True,80889
User Activity,1781,1000,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1781,100,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1781,500,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1781,1000,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1782,100,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1782,500,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1782,1000,15,1,0.001,0.06666666666666667,0.017290402225287174,True,80889
User Activity,1782,100,15,0,0.0,0.0,0.0,True,80889
User Activity,1782,500,15,0,0.0,0.0,0.0,True,80889
User Activity,1782,1000,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1782,100,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1782,500,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1782,1000,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1783,100,83,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1783,500,83,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1783,1000,83,0,0.0,0.0,0.0,True,80889
User Activity,1783,100,83,0,0.0,0.0,0.0,True,80889
User Activity,1783,500,83,0,0.0,0.0,0.0,True,80889
User Activity,1783,1000,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1783,100,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1783,500,83,0,0.0,0.0,0.0,True,80889
Random Reverse,1783,1000,83,1,0.001,0.012048192771084338,0.005686010394954536,True,80889
TF-IDF Reverse,1784,100,39,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1784,500,39,3,0.006,0.07692307692307693,0.03575763816309702,True,80889
TF-IDF Reverse,1784,1000,39,4,0.004,0.10256410256410256,0.04545653741890029,True,80889
User Activity,1784,100,39,0,0.0,0.0,0.0,True,80889
User Activity,1784,500,39,0,0.0,0.0,0.0,True,80889
User Activity,1784,1000,39,0,0.0,0.0,0.0,True,80889
Random Reverse,1784,100,39,0,0.0,0.0,0.0,True,80889
Random Reverse,1784,500,39,0,0.0,0.0,0.0,True,80889
Random Reverse,1784,1000,39,1,0.001,0.02564102564102564,0.00927523211092462,True,80889
TF-IDF Reverse,1785,100,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1785,500,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1785,1000,31,0,0.0,0.0,0.0,True,80889
User Activity,1785,100,31,0,0.0,0.0,0.0,True,80889
User Activity,1785,500,31,0,0.0,0.0,0.0,True,80889
User Activity,1785,1000,31,0,0.0,0.0,0.0,True,80889
Random Reverse,1785,100,31,0,0.0,0.0,0.0,True,80889
Random Reverse,1785,500,31,0,0.0,0.0,0.0,True,80889
Random Reverse,1785,1000,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1786,100,96,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1786,500,96,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1786,1000,96,0,0.0,0.0,0.0,True,80889
User Activity,1786,100,96,0,0.0,0.0,0.0,True,80889
User Activity,1786,500,96,0,0.0,0.0,0.0,True,80889
User Activity,1786,1000,96,0,0.0,0.0,0.0,True,80889
Random Reverse,1786,100,96,1,0.01,0.010416666666666666,0.009665724988012263,True,80889
Random Reverse,1786,500,96,1,0.002,0.010416666666666666,0.009665724988012263,True,80889
Random Reverse,1786,1000,96,1,0.001,0.010416666666666666,0.009665724988012263,True,80889
TF-IDF Reverse,1787,100,38,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1787,500,38,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1787,1000,38,1,0.001,0.02631578947368421,0.00948392146823488,True,80889
User Activity,1787,100,38,0,0.0,0.0,0.0,True,80889
User Activity,1787,500,38,0,0.0,0.0,0.0,True,80889
User Activity,1787,1000,38,0,0.0,0.0,0.0,True,80889
Random Reverse,1787,100,38,0,0.0,0.0,0.0,True,80889
Random Reverse,1787,500,38,1,0.002,0.02631578947368421,0.011275112778247139,True,80889
Random Reverse,1787,1000,38,1,0.001,0.02631578947368421,0.011275112778247139,True,80889
TF-IDF Reverse,1789,100,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1789,500,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1789,1000,15,0,0.0,0.0,0.0,True,80889
User Activity,1789,100,15,0,0.0,0.0,0.0,True,80889
User Activity,1789,500,15,1,0.002,0.06666666666666667,0.022999812673038713,True,80889
User Activity,1789,1000,15,1,0.001,0.06666666666666667,0.022999812673038713,True,80889
Random Reverse,1789,100,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1789,500,15,0,0.0,0.0,0.0,True,80889
Random Reverse,1789,1000,15,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1791,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1791,500,7,1,0.002,0.14285714285714285,0.0376820594759579,True,80889
TF-IDF Reverse,1791,1000,7,1,0.001,0.14285714285714285,0.0376820594759579,True,80889
User Activity,1791,100,7,0,0.0,0.0,0.0,True,80889
User Activity,1791,500,7,0,0.0,0.0,0.0,True,80889
User Activity,1791,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1791,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1791,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1791,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1792,100,27,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1792,500,27,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1792,1000,27,0,0.0,0.0,0.0,True,80889
User Activity,1792,100,27,0,0.0,0.0,0.0,True,80889
User Activity,1792,500,27,0,0.0,0.0,0.0,True,80889
User Activity,1792,1000,27,0,0.0,0.0,0.0,True,80889
Random Reverse,1792,100,27,0,0.0,0.0,0.0,True,80889
Random Reverse,1792,500,27,0,0.0,0.0,0.0,True,80889
Random Reverse,1792,1000,27,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1793,100,76,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1793,500,76,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1793,1000,76,0,0.0,0.0,0.0,True,80889
User Activity,1793,100,76,0,0.0,0.0,0.0,True,80889
User Activity,1793,500,76,0,0.0,0.0,0.0,True,80889
User Activity,1793,1000,76,0,0.0,0.0,0.0,True,80889
Random Reverse,1793,100,76,0,0.0,0.0,0.0,True,80889
Random Reverse,1793,500,76,2,0.004,0.02631578947368421,0.014802272176239736,True,80889
Random Reverse,1793,1000,76,2,0.002,0.02631578947368421,0.014802272176239736,True,80889
TF-IDF Reverse,1794,100,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1794,500,21,1,0.002,0.047619047619047616,0.018665051627604484,True,80889
TF-IDF Reverse,1794,1000,21,2,0.002,0.09523809523809523,0.032655562923674906,True,80889
User Activity,1794,100,21,0,0.0,0.0,0.0,True,80889
User Activity,1794,500,21,0,0.0,0.0,0.0,True,80889
User Activity,1794,1000,21,0,0.0,0.0,0.0,True,80889
Random Reverse,1794,100,21,1,0.01,0.047619047619047616,0.023498794525998862,True,80889
Random Reverse,1794,500,21,1,0.002,0.047619047619047616,0.023498794525998862,True,80889
Random Reverse,1794,1000,21,2,0.002,0.09523809523809523,0.038403004164657924,True,80889
TF-IDF Reverse,1795,100,55,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1795,500,55,1,0.002,0.01818181818181818,0.00939132849031462,True,80889
TF-IDF Reverse,1795,1000,55,2,0.002,0.03636363636363636,0.016883591347544455,True,80889
User Activity,1795,100,55,0,0.0,0.0,0.0,True,80889
User Activity,1795,500,55,0,0.0,0.0,0.0,True,80889
User Activity,1795,1000,55,1,0.001,0.01818181818181818,0.007359322667845992,True,80889
Random Reverse,1795,100,55,0,0.0,0.0,0.0,True,80889
Random Reverse,1795,500,55,0,0.0,0.0,0.0,True,80889
Random Reverse,1795,1000,55,1,0.001,0.01818181818181818,0.007581429717458599,True,80889
TF-IDF Reverse,1797,100,37,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1797,500,37,2,0.004,0.05405405405405406,0.02235587696219865,True,80889
TF-IDF Reverse,1797,1000,37,5,0.005,0.13513513513513514,0.052660431962219915,True,80889
User Activity,1797,100,37,3,0.03,0.08108108108108109,0.049891946803931594,True,80889
User Activity,1797,500,37,9,0.018,0.24324324324324326,0.12177867738718848,True,80889
User Activity,1797,1000,37,12,0.012,0.32432432432432434,0.15164363947743575,True,80889
Random Reverse,1797,100,37,0,0.0,0.0,0.0,True,80889
Random Reverse,1797,500,37,0,0.0,0.0,0.0,True,80889
Random Reverse,1797,1000,37,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1798,100,12,2,0.02,0.16666666666666666,0.07324176861463365,True,80889
TF-IDF Reverse,1798,500,12,3,0.006,0.25,0.09956521332705534,True,80889
TF-IDF Reverse,1798,1000,12,4,0.004,0.3333333333333333,0.11991475449239426,True,80889
User Activity,1798,100,12,0,0.0,0.0,0.0,True,80889
User Activity,1798,500,12,0,0.0,0.0,0.0,True,80889
User Activity,1798,1000,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1798,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1798,500,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1798,1000,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1799,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1799,500,5,1,0.002,0.2,0.047237395490882274,True,80889
TF-IDF Reverse,1799,1000,5,1,0.001,0.2,0.047237395490882274,True,80889
User Activity,1799,100,5,0,0.0,0.0,0.0,True,80889
User Activity,1799,500,5,0,0.0,0.0,0.0,True,80889
User Activity,1799,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1799,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1799,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1799,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1801,100,86,1,0.01,0.011627906976744186,0.01329459257300206,True,80889
TF-IDF Reverse,1801,500,86,2,0.004,0.023255813953488372,0.01945969404576583,True,80889
